"","ScientificName2023","CommonName2023","FolkGeneric","Family2023","Order2023","BeakLengthCulmen","BeakLengthNares","BeakWidth","BeakDepth","TarsusLength","WingLength","KippsDistance","Secondary","HandWingIndex","TailLength","Mass","ScientificNameV3","ScientificName1974","CommonName1974","Family1974","Language","LangID","Order1974","Genus2023","Genus1974"
"172","Pardalotus striatus","Striated Pardalote","maminjawijawa/mawurububa","Pardalotidae","Passeriformes",9,5.1,3.4,4,19.1,63.7,18.9,48.3,28,30.7,11.4,"Pardalotus striatus","Pardalotus substriatus","Striated Pardalote","Dicaeidae","Anindilyakwa",172,"Passeriformes","Pardalotus","Pardalotus"
"173","Gelochelidon macrotarsa","Australian Tern","yijarra","Laridae","Charadriiformes",43.9,27.2,6.2,11.2,31.9,307.7,207.5,107.7,65.8,121.5,218.3,"Sterna nilotica","Gelochelidon nilotica","Gull-billed Tern","Laridae","Anindilyakwa",173,"Charadriiformes","Gelochelidon","Gelochelidon"
"174","Haematopus longirostris","Pied Oystercatcher","dubudekbuda dadumamalya","Haematopodidae","Charadriiformes",88.8,63.2,8.2,11.6,55.1,275.4,138,138.8,49.9,106,613.9,"Haematopus longirostris","Haematopus ostralegus","European Oystercatcher","Haematopodidae","Anindilyakwa",174,"Charadriiformes","Haematopus","Haematopus"
"175","Haematopus fuliginosus","Sooty Oystercatcher","dakwurrinya/dubudekbuda","Haematopodidae","Charadriiformes",80.8,61.1,9,12.7,51.9,283,126.2,156.5,44.7,118,819,"Haematopus fuliginosus","Haematopus unicolor","Sooty Oystercatcher","Haematopodidae","Anindilyakwa",175,"Charadriiformes","Haematopus","Haematopus"
"176","Anarhynchus mongolus","Siberian Sand-Plover","wurriliyuwa","Charadriidae","Charadriiformes",18,11.4,4,4.2,29.8,128.8,75.8,53.8,58.5,52.8,64,"Charadrius mongolus","Charadrius mongolus","Mongolian Plover","Charadriidae","Anindilyakwa",176,"Charadriiformes","Anarhynchus","Charadrius"
"177","Anarhynchus ruficapillus","Red-capped Plover","wurriliyuwa","Charadriidae","Charadriiformes",15.7,8.8,2.6,3,24.9,99.2,51.5,46.2,52.7,38.6,37.4,"Charadrius ruficapillus","Charadrius alexandrinus","Snowy Plover","Charadriidae","Anindilyakwa",177,"Charadriiformes","Anarhynchus","Charadrius"
"178","Cincloramphus timoriensis","Tawny Grassbird","wurriliyuwa","Locustellidae","Passeriformes",15.5,8.7,3.4,3.9,22,58.8,9.3,59.4,13.5,78.8,21.6,"Megalurus timoriensis","Megalurus timoriensis","Tawny Marshbird","Sylviidae","Anindilyakwa",178,"Passeriformes","Cincloramphus","Megalurus"
"179","Anas superciliosa","Pacific Black Duck","wurrawuminya","Anatidae","Anseriformes",57.5,40.4,20,15.8,39.2,251.2,118.8,132.8,47.1,78,882.8,"Anas superciliosa","Anas poecilorhyncha","Spotbill Duck","Anatidae","Anindilyakwa",179,"Anseriformes","Anas","Anas"
"180","Ninox boobook","Southern Boobook","dingaluwa","Strigidae","Strigiformes",26.2,13.8,7.7,13.2,40.6,226.5,70.4,156.1,31.2,143,282.2,"Ninox novaeseelandiae","Ninox connivens","Barking Owl","Strigidae","Anindilyakwa",180,"Strigiformes","Ninox","Ninox"
"181","Chalcophaps longirostris","Pacific Emerald Dove","dakwurakburakba","Columbidae","Columbiformes",22.7,10.7,2.8,4,25.9,152,48.7,103.3,32,87,136.5,"Chalcophaps indica","Chalcophaps indica","Emerald Dove","Columbidae","Anindilyakwa",181,"Columbiformes","Chalcophaps","Chalcophaps"
"182","Ptilinopus regina","Rose-crowned Fruit-Dove","dakwurakburakba","Columbidae","Columbiformes",17.2,7.8,3.7,3.8,20.2,126.8,37.5,89.3,29.6,67.2,101.6,"Ptilinopus regina","Ptilinopus ewingi","Rose-crowned Pigeon","Columbidae","Anindilyakwa",182,"Columbiformes","Ptilinopus","Ptilinopus"
"183","Edolisoma tenuirostre","Common Cicadabird","dijuwarra","Campephagidae","Passeriformes",25.2,14.8,7.7,7.4,24.7,116.2,31.5,83.2,27.1,85.7,60.9,"Coracina tenuirostris","Coracina tenuirostris","Cicadabird","Campephagidae","Anindilyakwa",183,"Passeriformes","Edolisoma","Coracina"
"184","Myiagra nana","Paperbark Flycatcher","duwendira","Monarchidae","Passeriformes",21.9,11.2,5.7,4.3,19.2,99,18.5,79.9,18.7,95.3,20.9,"Myiagra inquieta","Seisura inquieta","Restless Flycatcher","Muscicapidae","Anindilyakwa",184,"Passeriformes","Myiagra","Seisura"
"185","Rhipidura phasiana","Mangrove Fantail","duwendira","Rhipiduridae","Passeriformes",12.5,5.7,3.6,2.8,17.1,66.8,12.2,54.6,18.2,77.6,6.9,"Rhipidura phasiana","Rhipidura fuliginosa","Gray Fantail","Muscicapidae","Anindilyakwa",185,"Passeriformes","Rhipidura","Rhipidura"
"186","Rhipidura dryas","Arafura Fantail","duwendira","Rhipiduridae","Passeriformes",13.9,6.4,4.2,3.2,20.6,69.6,12.6,57.5,18,88.7,9.2,"Rhipidura rufifrons","Rhipidura rufifrons","Rufous Fantail","Muscicapidae","Anindilyakwa",186,"Passeriformes","Rhipidura","Rhipidura"
"187","Pomatostomus temporalis","Grey-crowned Babbler","warningumindungwakba","Pomatostomidae","Passeriformes",32.1,20.1,4.4,6.6,32.2,107.6,11.2,91,11,110.2,75,"Pomatostomus temporalis","Pomatostomus rubeculus","Red-breasted Babbler","Timaliidae","Anindilyakwa",187,"Passeriformes","Pomatostomus","Pomatostomus"
"188","Smicrornis brevirostris","Weebill","warnikikbadika/warnikiringandika/warningumulikaduwakba","Acanthizidae","Passeriformes",8,4,2.4,2.8,15.7,49.6,8.4,42.1,16.6,34,5.3,"Smicrornis brevirostris","Smicrornis flavescens","Yellow Weebill","Sylviidae","Anindilyakwa",188,"Passeriformes","Smicrornis","Smicrornis"
"189","Colluricincla harmonica","Grey Shrike-thrush","wurrumabajakba","Pachycephalidae","Passeriformes",26.4,14.6,5.5,7.9,31.1,123.2,23.9,100.5,19.2,102.1,65.8,"Colluricincla harmonica","Colluricincla brunnea","Brown Shrike-Thrush","Muscicapidae","Anindilyakwa",189,"Passeriformes","Colluricincla","Colluricincla"
"190","Trichoglossus rubritorquis","Red-collared Lorikeet","mayirrmilya/malyirrmilya/majija","Psittaculidae","Psittaciformes",22.5,19.2,11.3,19.6,17.8,147,72.9,74.1,49.6,132,113.3,"Trichoglossus haematodus","Trichoglossus haematodus","Rainbow Lory","Psittacidae","Anindilyakwa",190,"Psittaciformes","Trichoglossus","Trichoglossus"
"191","Corvus orru","Torresian Crow","yingwa","Corvidae","Passeriformes",60.1,41.1,16.5,20.2,57,327.4,118.7,204.5,36.7,166.7,508,"Corvus orru","Corvus cecilae","Australian Crow","Corvidae","Anindilyakwa",191,"Passeriformes","Corvus","Corvus"
"192","Neochmia phaeton","Crimson Finch","wurramumakwa","Estrildidae","Passeriformes",11.8,8.1,5.7,7.1,15.1,50.7,6.9,44,13.6,61.8,10,"Neochmia phaeton","Neochmia albiventer","Pale Crimson Finch","Ploceidae","Anindilyakwa",192,"Passeriformes","Neochmia","Neochmia"
"193","Chrysococcyx minutillus","Little Bronze-Cuckoo","wurrumaminjawijawa","Cuculidae","Cuculiformes",18.7,12,5.1,4.7,14.9,92.6,35.2,57.8,37.9,59.4,18.6,"Chrysococcyx minutillus","Chalcites minutillus","Little Bronze Cuckoo","Cuculidae","Anindilyakwa",193,"Cuculiformes","Chrysococcyx","Chalcites"
"194","Onychoprion aleuticus","Aleutian Tern","kootl’éet’aa","Laridae","Charadriiformes",37.3,23.2,4.1,6.5,17.3,262.2,185,82,69.3,152.4,120,"Sterna aleutica","Sterna aleutica","Aleutian Tern","Laridae","Tlingit",1,"Charadriiformes","Onychoprion","Sterna"
"195","Cinclus mexicanus","American Dipper","hinyikl’eixí","Cinclidae","Passeriformes",21.6,11.7,3.4,4.8,29.8,89.1,23.6,65.3,26.5,51.8,56.7,"Cinclus mexicanus","Cinclus mexicanus","American Dipper","Cinclidae","Tlingit",2,"Passeriformes","Cinclus","Cinclus"
"196","Falco sparverius","American Kestrel","k’ákw","Falconidae","Falconiformes",17.1,11,8.4,10.1,33.7,182.4,77.9,100.1,43.7,126.5,114.6,"Falco sparverius","Falco sparverius","American Kestrel","Falconidae","Tlingit",3,"Falconiformes","Falco","Falco"
"197","Synthliboramphus antiquus","Ancient Murrelet","káax","Alcidae","Charadriiformes",23.6,12.7,5,7.1,25.9,135.5,70.2,65.2,51.9,35.5,217.7,"Synthliboramphus antiquus","Synthliboramphus antiquus","Ancient Murrelet","Alcidae","Tlingit",4,"Charadriiformes","Synthliboramphus","Synthliboramphus"
"198","Calypte anna","Anna's Hummingbird","dagitgiyáa","Trochilidae","Caprimulgiformes",20.6,15.7,1.6,1.7,4.6,49,32.1,16.9,65.6,30,4.2,"Calypte anna","Calypte anna","Anna's Hummingbird","Trochilidae","Tlingit",5,"Apodiformes","Calypte","Calypte"
"199","Sterna paradisaea","Arctic Tern","kootl’éet’aa","Laridae","Charadriiformes",37.8,22.8,3.8,7,16.1,262.7,181.1,80.9,69.1,179.6,110,"Sterna paradisaea","Sterna paradisaea","Arctic Tern","Laridae","Tlingit",6,"Charadriiformes","Sterna","Sterna"
"200","Haliaeetus leucocephalus","Bald Eagle","ch’áak’","Accipitridae","Accipitriformes",76,48.2,24,34.1,81.7,601.8,248.8,353,41.4,294,4700.6,"Haliaeetus leucocephalus","Haliaeetus leucocephalus","Bald Eagle","Accipitridae","Tlingit",7,"Falconiformes","Haliaeetus","Haliaeetus"
"201","Hirundo rustica","Barn Swallow","séewkooshdaneit","Hirundinidae","Passeriformes",12.4,6,4.5,2.7,11.7,115.8,62.3,56,52.6,70.4,17.9,"Hirundo rustica","Hirundo rustica","Barn Swallow","Hirundinidae","Tlingit",8,"Passeriformes","Hirundo","Hirundo"
"202","Bucephala islandica","Barrow's Goldeneye","hinyik-gáaxu","Anatidae","Anseriformes",34.9,18.2,16.6,12.7,38.2,221.7,103,115,47.2,86,921.2,"Bucephala islandica","Bucephala islandica","Barrow's Goldeneye","Anatidae","Tlingit",9,"Anseriformes","Bucephala","Bucephala"
"203","Megaceryle alcyon","Belted Kingfisher","tlaxaneis’","Alcedinidae","Coraciiformes",58.6,44.8,9.5,13.4,12.5,158.8,53.2,105,33.6,94.3,148,"Megaceryle alcyon","Ceryle alcyon","Belted Kingfisher","Alcedinidae","Tlingit",10,"Coraciiformes","Megaceryle","Ceryle"
"204","Haematopus bachmani","Black Oystercatcher","lugán","Haematopodidae","Charadriiformes",77.5,58.5,8.1,11.5,49.8,247.4,103.8,142.2,42.2,99.2,582,"Haematopus bachmani","Haematopus bachmani","Black Oystercatcher","Haematopodidae","Tlingit",11,"Charadriiformes","Haematopus","Haematopus"
"205","Arenaria melanocephala","Black Turnstone","x’at’daayéejayi","Scolopacidae","Charadriiformes",25.4,15.2,3.8,5,25.8,142,72.5,69.5,51.1,61.2,126.2,"Arenaria melanocephala","Arenaria melanocephala","Black Turnstone","Charadriidae","Tlingit",12,"Charadriiformes","Arenaria","Arenaria"
"206","Poecile atricapillus","Black-capped Chickadee","kaatoowú","Paridae","Passeriformes",10.3,7.2,3.7,4,16.8,64.4,12,52.5,18.6,61.7,10.8,"Parus atricapillus","Parus atricapillus","Black-capped Chickadee","Paridae","Tlingit",13,"Passeriformes","Poecile","Parus"
"207","Phoebastria nigripes","Black-footed Albatross","kichyaat","Diomedeidae","Procellariiformes",101.2,67.8,23.8,30.8,87.4,476,313.2,171.2,64.7,136,3188.4,"Phoebastria nigripes","Diomedea nigripes","Black-footed Albatross","Diomedeidae","Tlingit",14,"Procellariiformes ","Phoebastria","Diomedea"
"208","Rissa tridactyla","Black-legged Kittiwake","k’eikw’w","Laridae","Charadriiformes",44.5,18.8,5.3,10.8,33.9,301,179.1,122.9,59.4,116,416,"Rissa tridactyla","Rissa tridactyla","Black-legged Kittiwake","Laridae","Tlingit",15,"Charadriiformes","Rissa","Rissa"
"209","Chroicocephalus philadelphia","Bonaparte's Gull","kootl’éet’aa","Laridae","Charadriiformes",35,16.2,3.6,6.6,32.3,259.4,153.2,106.5,59,95.6,210.7,"Larus philadelphia","Larus philadelphia","Bonaparte's Gull","Laridae","Tlingit",16,"Charadriiformes","Chroicocephalus","Larus"
"210","Aegolius funereus","Boreal Owl","xéex","Strigidae","Strigiformes",18.2,11,7.9,10.5,23.4,169.1,53.2,115.9,31.5,102.5,137.2,"Aegolius funereus","Aegolius funereus","Tengmalm's Owl","Strigidae","Tlingit",17,"Strigiformes","Aegolius","Aegolius"
