CommonNameV3,ScientificNameV3,Recognised
Juan Fernandez Petrel,Pterodroma externa,R
Kermadec Petrel,Pterodroma neglecta,R
Galapagos Petrel,Pterodroma phaeopygia,R
Hawaiian Petrel,Pterodroma sandwichensis,R
Henderson Petrel,Pterodroma atrata,R
Herald Petrel,Pterodroma heraldica,R
Phoenix Petrel,Pterodroma alba,R
Fea's Petrel,Pterodroma feae,R
,Pterodroma deserta,NR
Zino's Petrel,Pterodroma madeira,R
Soft-plumaged Petrel,Pterodroma mollis,R
Bermuda Petrel,Pterodroma cahow,R
,Pterodroma hasitata,NR
Black-capped Petrel,Pterodroma hasitata,R
Jamaica Petrel,Pterodroma caribbaea,R
Atlantic Petrel,Pterodroma incerta,R
White-headed Petrel,Pterodroma lessonii,R
Magenta Petrel,Pterodroma magentae,R
Great-winged Petrel,Pterodroma macroptera,R
Providence Petrel,Pterodroma solandri,R
Murphy's Petrel,Pterodroma ultima,R
Mottled Petrel,Pterodroma inexpectata,R
Pycroft's Petrel,Pterodroma pycrofti,R
Stejneger's Petrel,Pterodroma longirostris,R
Collared Petrel,Pterodroma brevipes,R
Gould's Petrel,Pterodroma leucoptera,R
Cook's Petrel,Pterodroma cookii,R
De Filippi's Petrel,Pterodroma defilippiana,R
Bonin Petrel,Pterodroma hypoleuca,R
White-necked Petrel,Pterodroma cervicalis,R
,Pterodroma occulta,NR
Black-winged Petrel,Pterodroma nigripennis,R
Chatham Petrel,Pterodroma axillaris,R
Fiji Petrel,Pseudobulweria macgillivrayi,R
Tahiti Petrel,Pseudobulweria rostrata,R
Beck's Petrel,Pseudobulweria becki,R
Mascarene Petrel,Pseudobulweria aterrima,R
,Procellaria aequinoctialis,NR
White-chinned Petrel,Procellaria aequinoctialis,R
Spectacled Petrel,Procellaria conspicillata,R
Westland Petrel,Procellaria westlandica,R
Parkinson's Petrel,Procellaria parkinsoni,R
Grey Petrel,Procellaria cinerea,R
,Calonectris diomedea,NR
Cory's Shearwater,Calonectris diomedea,R
Cape Verde Shearwater,Calonectris edwardsii,R
,Calonectris borealis,NR
Streaked Shearwater,Calonectris leucomelas,R
Wedge-tailed Shearwater,Puffinus pacificus,R
Buller's Shearwater,Puffinus bulleri,R
Flesh-footed Shearwater,Puffinus carneipes,R
Pink-footed Shearwater,Puffinus creatopus,R
Great Shearwater,Puffinus gravis,R
Sooty Shearwater,Puffinus griseus,R
Short-tailed Shearwater,Puffinus tenuirostris,R
Christmas Island Shearwater,Puffinus nativitatis,R
Manx Shearwater,Puffinus puffinus,R
,Puffinus yelkouan,NR
Yelkouan Shearwater,Puffinus yelkouan,R
Balearic Shearwater,Puffinus mauretanicus,R
,Puffinus auricularis,NR
Townsend's Shearwater,Puffinus auricularis,R
Newell's Shearwater,Puffinus newelli,R
Black-vented Shearwater,Puffinus opisthomelas,R
Fluttering Shearwater,Puffinus gavia,R
Hutton's Shearwater,Puffinus huttoni,R
,Puffinus lherminieri,NR
,Puffinus lherminieri,NR
Audubon's Shearwater,Puffinus lherminieri,R
,Puffinus subalaris,NR
,Puffinus persicus,NR
,Puffinus bannermani,NR
Tropical Shearwater,Puffinus bailloni,UR
Heinroth's Shearwater,Puffinus heinrothi,R
Little Shearwater,Puffinus assimilis,R
,Puffinus baroli,NR
Small St Helena Petrel,Bulweria bifax,R
Bulwer's Petrel,Bulweria bulwerii,R
Jouanin's Petrel,Bulweria fallax,R
Wilson's Storm-petrel,Oceanites oceanicus,R
White-vented Storm-petrel,Oceanites gracilis,R
New Zealand Storm-petrel,Oceanites maorianus,R
Grey-backed Storm-petrel,Garrodia nereis,R
White-faced Storm-petrel,Pelagodroma marina,R
Black-bellied Storm-petrel,Fregetta tropica,R
White-bellied Storm-petrel,Fregetta grallaria,R
White-throated Storm-petrel,Nesofregetta fuliginosa,R
European Storm-petrel,Hydrobates pelagicus,R
Wedge-rumped Storm-petrel,Oceanodroma tethys,R
,Oceanodroma castro,NR
Madeiran Storm-petrel,Oceanodroma castro,R
Monteiro's Storm-petrel,Oceanodroma monteiroi,R
Swinhoe's Storm-petrel,Oceanodroma monorhis,R
Leach's Storm-petrel,Oceanodroma leucorhoa,R
Guadalupe Storm-petrel,Oceanodroma macrodactyla,R
Markham's Storm-petrel,Oceanodroma markhami,R
Tristram's Storm-petrel,Oceanodroma tristrami,R
Black Storm-petrel,Oceanodroma melania,R
Matsudaira's Storm-petrel,Oceanodroma matsudairae,R
Ashy Storm-petrel,Oceanodroma homochroa,R
Ringed Storm-petrel,Oceanodroma hornbyi,R
Fork-tailed Storm-petrel,Oceanodroma furcata,R
Least Storm-petrel,Halocyptena microsoma,R
Peruvian Diving-petrel,Pelecanoides garnotii,R
Magellanic Diving-petrel,Pelecanoides magellani,R
South Georgia Diving-petrel,Pelecanoides georgicus,R
Common Diving-petrel,Pelecanoides urinatrix,R
Little Grebe,Tachybaptus ruficollis,R
Australasian Grebe,Tachybaptus novaehollandiae,R
Alaotra Grebe,Tachybaptus rufolavatus,R
Madagascar Grebe,Tachybaptus pelzelnii,R
Least Grebe,Tachybaptus dominicus,R
Pied-billed Grebe,Podilymbus podiceps,R
Atitlan Grebe,Podilymbus gigas,R
White-tufted Grebe,Rollandia rolland,R
Titicaca Grebe,Rollandia microptera,R
Hoary-headed Grebe,Poliocephalus poliocephalus,R
New Zealand Grebe,Poliocephalus rufopectus,R
Great Grebe,Podiceps major,R
Red-necked Grebe,Podiceps grisegena,R
Great Crested Grebe,Podiceps cristatus,R
Horned Grebe,Podiceps auritus,R
Black-necked Grebe,Podiceps nigricollis,R
Colombian Grebe,Podiceps andinus,R
Silvery Grebe,Podiceps occipitalis,R
Junin Grebe,Podiceps taczanowskii,R
Hooded Grebe,Podiceps gallardoi,R
Western Grebe,Aechmophorus occidentalis,R
Clark's Grebe,Aechmophorus clarkii,R
,Phoenicopterus ruber,NR
Greater Flamingo,Phoenicopterus roseus,R
American Flamingo,Phoenicopterus ruber,R
Chilean Flamingo,Phoenicopterus chilensis,R
Lesser Flamingo,Phoeniconaias minor,R
Andean Flamingo,Phoenicoparrus andinus,R
Puna Flamingo,Phoenicoparrus jamesi,R
,Leguatia gigantea,NR
Wood Stork,Mycteria americana,R
Milky Stork,Mycteria cinerea,R
Yellow-billed Stork,Mycteria ibis,R
Painted Stork,Mycteria leucocephala,R
Asian Openbill,Anastomus oscitans,R
African Openbill,Anastomus lamelligerus,R
Black Stork,Ciconia nigra,R
Abdim's Stork,Ciconia abdimii,R
Woolly-necked Stork,Ciconia episcopus,R
Storm's Stork,Ciconia stormi,R
Maguari Stork,Ciconia maguari,R
White Stork,Ciconia ciconia,R
Oriental Stork,Ciconia boyciana,R
Black-necked Stork,Ephippiorhynchus asiaticus,R
Saddle-billed Stork,Ephippiorhynchus senegalensis,R
Jabiru,Jabiru mycteria,R
Lesser Adjutant,Leptoptilos javanicus,R
Marabou Stork,Leptoptilos crumeniferus,R
Greater Adjutant,Leptoptilos dubius,R
Reunion Ibis,Threskiornis solitarius,R
,Threskiornis aethiopicus,NR
African Sacred Ibis,Threskiornis aethiopicus,R
Madagascar Sacred Ibis,Threskiornis bernieri,R
Black-headed Ibis,Threskiornis melanocephalus,R
Australian Sacred Ibis,Threskiornis molucca,R
Straw-necked Ibis,Threskiornis spinicollis,R
Red-naped Ibis,Pseudibis papillosa,R
White-shouldered Ibis,Pseudibis davisoni,R
Giant Ibis,Thaumatibis gigantea,R
Northern Bald Ibis,Geronticus eremita,R
Southern Bald Ibis,Geronticus calvus,R
Asian Crested Ibis,Nipponia nippon,R
Hadada Ibis,Bostrychia hagedash,R
Wattled Ibis,Bostrychia carunculata,R
,Bostrychia olivacea,NR
African Olive Ibis,Bostrychia olivacea,R
Dwarf Olive Ibis,Bostrychia bocagei,R
Spot-breasted Ibis,Bostrychia rara,R
Plumbeous Ibis,Theristicus caerulescens,R
Buff-necked Ibis,Theristicus caudatus,R
,Theristicus branickii,NR
,Theristicus melanopis,NR
Black-faced Ibis,Theristicus melanopis,R
Sharp-tailed Ibis,Cercibis oxycerca,R
Green Ibis,Mesembrinibis cayennensis,R
Bare-faced Ibis,Phimosus infuscatus,R
White Ibis,Eudocimus albus,R
Scarlet Ibis,Eudocimus ruber,R
Glossy Ibis,Plegadis falcinellus,R
White-faced Ibis,Plegadis chihi,R
Puna Ibis,Plegadis ridgwayi,R
Madagascar Crested Ibis,Lophotibis cristata,R
Eurasian Spoonbill,Platalea leucorodia,R
Royal Spoonbill,Platalea regia,R
African Spoonbill,Platalea alba,R
Black-faced Spoonbill,Platalea minor,R
Yellow-billed Spoonbill,Platalea flavipes,R
Roseate Spoonbill,Platalea ajaja,R
Forest Bittern,Zonerodius heliosylus,R
White-crested Tiger-heron,Tigriornis leucolopha,R
Bare-throated Tiger-heron,Tigrisoma mexicanum,R
Fasciated Tiger-heron,Tigrisoma fasciatum,R
Rufescent Tiger-heron,Tigrisoma lineatum,R
Agami Heron,Agamia agami,R
Boat-billed Heron,Cochlearius cochlearius,R
Zigzag Heron,Zebrilus undulatus,R
American Bittern,Botaurus lentiginosus,R
Pinnated Bittern,Botaurus pinnatus,R
Great Bittern,Botaurus stellaris,R
Australasian Bittern,Botaurus poiciloptilus,R
Stripe-backed Bittern,Ixobrychus involucris,R
,Ixobrychus minutus,NR
Little Bittern,Ixobrychus minutus,R
,Ixobrychus dubius,NR
Yellow Bittern,Ixobrychus sinensis,R
Black-backed Bittern,Ixobrychus novaezelandiae,R
Least Bittern,Ixobrychus exilis,R
Schrenck's Bittern,Ixobrychus eurhythmus,R
Cinnamon Bittern,Ixobrychus cinnamomeus,R
Dwarf Bittern,Ixobrychus sturmii,R
Black Bittern,Ixobrychus flavicollis,R
White-backed Night-heron,Gorsachius leuconotus,R
White-eared Night-heron,Gorsachius magnificus,R
Japanese Night-heron,Gorsachius goisagi,R
Malaysian Night-heron,Gorsachius melanolophus,R
Reunion Night-heron,Nycticorax duboisi,R
Mauritius Night-heron,Nycticorax mauritianus,R
Rodrigues Night-heron,Nycticorax megacephalus,R
Black-crowned Night-heron,Nycticorax nycticorax,R
Rufous Night-heron,Nycticorax caledonicus,R
Yellow-crowned Night-heron,Nyctanassa violacea,R
,Butorides sundevalli,NR
,Butorides striatus,NR
Striated Heron,Butorides striata,R
Green Heron,Butorides virescens,R
Squacco Heron,Ardeola ralloides,R
Indian Pond-heron,Ardeola grayii,R
Chinese Pond-heron,Ardeola bacchus,R
Javan Pond-heron,Ardeola speciosa,R
Madagascar Pond-heron,Ardeola idae,R
Rufous-bellied Heron,Ardeola rufiventris,R
Cattle Egret,Bubulcus ibis,R
Grey Heron,Ardea cinerea,R
Great Blue Heron,Ardea herodias,R
Cocoi Heron,Ardea cocoi,R
White-necked Heron,Ardea pacifica,R
Black-headed Heron,Ardea melanocephala,R
Madagascar Heron,Ardea humbloti,R
Goliath Heron,Ardea goliath,R
White-bellied Heron,Ardea insignis,R
Great-billed Heron,Ardea sumatrana,R
Purple Heron,Ardea purpurea,R
,Ardea bournei,NR
Pied Heron,Ardea picata,R
,Casmerodius albus,NR
Great Egret,Casmerodius albus,R
,Casmerodius modestus,NR
Capped Heron,Pilherodius pileatus,R
Whistling Heron,Syrigma sibilatrix,R
Intermediate Egret,Mesophoyx intermedia,R
Reddish Egret,Egretta rufescens,R
Slaty Egret,Egretta vinaceigula,R
Black Heron,Egretta ardesiaca,R
Tricoloured Heron,Egretta tricolor,R
White-faced Heron,Egretta novaehollandiae,R
Little Blue Heron,Egretta caerulea,R
,Egretta garzetta,NR
Little Egret,Egretta garzetta,R
Western Reef-egret,Egretta gularis,R
,Egretta gularis,NR
,Egretta dimorpha,NR
Snowy Egret,Egretta thula,R
Chinese Egret,Egretta eulophotes,R
Pacific Reef-egret,Egretta sacra,R
Red-billed Tropicbird,Phaethon aethereus,R
Red-tailed Tropicbird,Phaethon rubricauda,R
White-tailed Tropicbird,Phaethon lepturus,R
Magnificent Frigatebird,Fregata magnificens,R
Ascension Frigatebird,Fregata aquila,R
Greater Frigatebird,Fregata minor,R
Lesser Frigatebird,Fregata ariel,R
Christmas Island Frigatebird,Fregata andrewsi,R
Hamerkop,Scopus umbretta,R
Shoebill,Balaeniceps rex,R
Great White Pelican,Pelecanus onocrotalus,R
Pink-backed Pelican,Pelecanus rufescens,R
Dalmatian Pelican,Pelecanus crispus,R
Spot-billed Pelican,Pelecanus philippensis,R
Australian Pelican,Pelecanus conspicillatus,R
American White Pelican,Pelecanus erythrorhynchos,R
Peruvian Pelican,Pelecanus thagus,R
Brown Pelican,Pelecanus occidentalis,R
,Pelecanus occidentalis,NR
Northern Gannet,Morus bassanus,R
Cape Gannet,Morus capensis,R
Australasian Gannet,Morus serrator,R
Abbott's Booby,Papasula abbotti,R
Blue-footed Booby,Sula nebouxii,R
Peruvian Booby,Sula variegata,R
,Sula dactylatra,NR
,Sula dactylatra,NR
Masked Booby,Sula dactylatra,R
Nazca Booby,Sula granti,R
,Sula tasmani,NR
Red-footed Booby,Sula sula,R
Brown Booby,Sula leucogaster,R
Pelagic Cormorant,Phalacrocorax pelagicus,R
Reed Cormorant,Phalacrocorax africanus,R
Crowned Cormorant,Phalacrocorax coronatus,R
Pygmy Cormorant,Phalacrocorax pygmeus,R
Little Cormorant,Phalacrocorax niger,R
Little Pied Cormorant,Phalacrocorax melanoleucos,R
Pallas's Cormorant,Phalacrocorax perspicillatus,R
Brandt's Cormorant,Phalacrocorax penicillatus,R
Flightless Cormorant,Phalacrocorax harrisi,R
Bank Cormorant,Phalacrocorax neglectus,R
Black-faced Cormorant,Phalacrocorax fuscescens,R
Neotropic Cormorant,Phalacrocorax brasilianus,R
Double-crested Cormorant,Phalacrocorax auritus,R
Indian Cormorant,Phalacrocorax fuscicollis,R
Large Pied Cormorant,Phalacrocorax varius,R
Little Black Cormorant,Phalacrocorax sulcirostris,R
Great Cormorant,Phalacrocorax carbo,R
Japanese Cormorant,Phalacrocorax capillatus,R
Socotra Cormorant,Phalacrocorax nigrogularis,R
Cape Cormorant,Phalacrocorax capensis,R
Guanay Cormorant,Phalacrocorax bougainvillii,R
,Phalacrocorax verrucosus,NR
,Phalacrocorax atriceps,NR
Imperial Shag,Phalacrocorax atriceps,R
,Phalacrocorax bransfieldensis,NR
,Phalacrocorax georgianus,NR
Campbell Island Shag,Phalacrocorax campbelli,R
New Zealand King Shag,Phalacrocorax carunculatus,R
Stewart Island Shag,Phalacrocorax chalconotus,R
Chatham Islands Shag,Phalacrocorax onslowi,R
Auckland Islands Shag,Phalacrocorax colensoi,R
Bounty Islands Shag,Phalacrocorax ranfurlyi,R
Rock Shag,Phalacrocorax magellanicus,R
Red-faced Cormorant,Phalacrocorax urile,R
,Phalacrocorax kenyoni,NR
European Shag,Phalacrocorax aristotelis,R
Red-legged Cormorant,Phalacrocorax gaimardi,R
Spotted Shag,Phalacrocorax punctatus,R
Pitt Island Shag,Phalacrocorax featherstoni,R
,Phalacrocorax atriceps,NR
Anhinga,Anhinga anhinga,R
African Darter,Anhinga rufa,R
Oriental Darter,Anhinga melanogaster,R
,Anhinga melanogaster,NR
Australian Darter,Anhinga novaehollandiae,R
Turkey Vulture,Cathartes aura,R
Lesser Yellow-headed Vulture,Cathartes burrovianus,R
Greater Yellow-headed Vulture,Cathartes melambrotus,R
Black Vulture,Coragyps atratus,R
King Vulture,Sarcoramphus papa,R
,Sarcoramphus sacer,NR
California Condor,Gymnogyps californianus,R
Andean Condor,Vultur gryphus,R
Black Caracara,Daptrius ater,R
Red-throated Caracara,Ibycter americanus,R
Carunculated Caracara,Phalcoboenus carunculatus,R
Mountain Caracara,Phalcoboenus megalopterus,R
White-throated Caracara,Phalcoboenus albogularis,R
Striated Caracara,Phalcoboenus australis,R
,Polyborus plancus,NR
Crested Caracara,Caracara cheriway,R
Southern Caracara,Caracara plancus,R
Guadalupe Caracara,Caracara lutosa,R
Yellow-headed Caracara,Milvago chimachima,R
Chimango Caracara,Milvago chimango,R
Laughing Falcon,Herpetotheres cachinnans,R
Barred Forest-falcon,Micrastur ruficollis,R
Plumbeous Forest-falcon,Micrastur plumbeus,R
Lined Forest-falcon,Micrastur gilvicollis,R
Cryptic Forest-falcon,Micrastur mintoni,R
Slaty-backed Forest-falcon,Micrastur mirandollei,R
Collared Forest-falcon,Micrastur semitorquatus,R
Buckley's Forest-falcon,Micrastur buckleyi,R
Spot-winged Falconet,Spiziapteryx circumcincta,R
Pygmy Falcon,Polihierax semitorquatus,R
White-rumped Falcon,Polihierax insignis,R
Collared Falconet,Microhierax caerulescens,R
Black-thighed Falconet,Microhierax fringillarius,R
White-fronted Falconet,Microhierax latifrons,R
Philippine Falconet,Microhierax erythrogenys,R
Pied Falconet,Microhierax melanoleucos,R
Brown Falcon,Falco berigora,R
Lesser Kestrel,Falco naumanni,R
Common Kestrel,Falco tinnunculus,R
Madagascar Kestrel,Falco newtoni,R
Mauritius Kestrel,Falco punctatus,R
Seychelles Kestrel,Falco araea,R
Reunion Kestrel,Falco buboisi,R
Spotted Kestrel,Falco moluccensis,R
Nankeen Kestrel,Falco cenchroides,R
American Kestrel,Falco sparverius,R
Greater Kestrel,Falco rupicoloides,R
Fox Kestrel,Falco alopex,R
Grey Kestrel,Falco ardosiaceus,R
Dickinson's Kestrel,Falco dickinsoni,R
Banded Kestrel,Falco zoniventris,R
Red-necked Falcon,Falco chicquera,R
Red-footed Falcon,Falco vespertinus,R
Amur Falcon,Falco amurensis,R
Eleonora's Falcon,Falco eleonorae,R
Sooty Falcon,Falco concolor,R
Aplomado Falcon,Falco femoralis,R
Merlin,Falco columbarius,R
Bat Falcon,Falco rufigularis,R
Eurasian Hobby,Falco subbuteo,R
African Hobby,Falco cuvierii,R
Oriental Hobby,Falco severus,R
Australian Hobby,Falco longipennis,R
New Zealand Falcon,Falco novaeseelandiae,R
Grey Falcon,Falco hypoleucos,R
Black Falcon,Falco subniger,R
Lanner Falcon,Falco biarmicus,R
Laggar Falcon,Falco jugger,R
Saker Falcon,Falco cherrug,R
Gyr Falcon,Falco rusticolus,R
Prairie Falcon,Falco mexicanus,R
Peregrine Falcon,Falco peregrinus,R
Barbary Falcon,Falco pelegrinoides,R
Orange-breasted Falcon,Falco deiroleucus,R
Taita Falcon,Falco fasciinucha,R
Secretarybird,Sagittarius serpentarius,R
,Pandion haliaetus,NR
Osprey,Pandion haliaetus,R
,Pandion cristatus,NR
African Baza,Aviceda cuculoides,R
Madagascar Baza,Aviceda madagascariensis,R
Jerdon's Baza,Aviceda jerdoni,R
Pacific Baza,Aviceda subcristata,R
Black Baza,Aviceda leuphotes,R
Grey-headed Kite,Leptodon cayanensis,R
White-collared Kite,Leptodon forbesi,R
,Chondrohierax uncinatus,NR
Hook-billed Kite,Chondrohierax uncinatus,R
Cuban Kite,Chondrohierax wilsonii,R
Long-tailed Honey-buzzard,Henicopernis longicauda,R
Black Honey-buzzard,Henicopernis infuscatus,R
European Honey-buzzard,Pernis apivorus,R
Oriental Honey-buzzard,Pernis ptilorhyncus,R
Barred Honey-buzzard,Pernis celebensis,R
Philippine Honey-buzzard,Pernis steerei,UR
Square-tailed Kite,Lophoictinia isura,R
Black-breasted Buzzard,Hamirostra melanosternon,R
American Swallow-tailed Kite,Elanoides forficatus,R
Bat Hawk,Macheiramphus alcinus,R
Pearl Kite,Gampsonyx swainsonii,R
Black-winged Kite,Elanus caeruleus,R
Black-shouldered Kite,Elanus axillaris,R
White-tailed Kite,Elanus leucurus,R
Letter-winged Kite,Elanus scriptus,R
African Swallow-tailed Kite,Chelictinia riocourii,R
Snail Kite,Rostrhamus sociabilis,R
Slender-billed Kite,Helicolestes hamatus,R
Double-toothed Kite,Harpagus bidentatus,R
Rufous-thighed Kite,Harpagus diodon,R
Mississippi Kite,Ictinia mississippiensis,R
Plumbeous Kite,Ictinia plumbea,R
Red Kite,Milvus milvus,R
,Milvus fasciicauda,NR
,Milvus migrans,NR
,Milvus aegyptius,NR
Black Kite,Milvus migrans,R
,Milvus lineatus,NR
Whistling Kite,Haliastur sphenurus,R
Brahminy Kite,Haliastur indus,R
White-bellied Sea-eagle,Haliaeetus leucogaster,R
Sanford's Sea-eagle,Haliaeetus sanfordi,R
African Fish-eagle,Haliaeetus vocifer,R
Madagascar Fish-eagle,Haliaeetus vociferoides,R
Pallas's Fish-eagle,Haliaeetus leucoryphus,R
White-tailed Eagle,Haliaeetus albicilla,R
Bald Eagle,Haliaeetus leucocephalus,R
Steller's Sea-eagle,Haliaeetus pelagicus,R
Lesser Fish-eagle,Ichthyophaga humilis,R
Grey-headed Fish-eagle,Ichthyophaga ichthyaetus,R
Palm-nut Vulture,Gypohierax angolensis,R
Lammergeier,Gypaetus barbatus,R
Egyptian Vulture,Neophron percnopterus,R
Hooded Vulture,Necrosyrtes monachus,R
White-backed Vulture,Gyps africanus,R
White-rumped Vulture,Gyps bengalensis,R
,Gyps indicus,NR
Indian Vulture,Gyps indicus,R
Slender-billed Vulture,Gyps tenuirostris,R
Rueppell's Vulture,Gyps rueppellii,R
Himalayan Vulture,Gyps himalayensis,R
Griffon Vulture,Gyps fulvus,R
Cape Vulture,Gyps coprotheres,R
Red-headed Vulture,Sarcogyps calvus,R
White-headed Vulture,Trigonoceps occipitalis,R
Cinereous Vulture,Aegypius monachus,R
Lappet-faced Vulture,Torgos tracheliotos,R
,Circaetus gallicus,NR
,Circaetus gallicus,NR
Short-toed Snake-eagle,Circaetus gallicus,R
Black-chested Snake-eagle,Circaetus pectoralis,R
Beaudouin's Snake-eagle,Circaetus beaudouini,R
Brown Snake-eagle,Circaetus cinereus,R
Southern Banded Snake-eagle,Circaetus fasciolatus,R
Banded Snake-eagle,Circaetus cinerascens,R
Bateleur,Terathopius ecaudatus,R
,Spilornis cheela,NR
Crested Serpent-eagle,Spilornis cheela,R
South Nicobar Serpent-eagle,Spilornis klossi,R
,Spilornis minimus,NR
Mountain Serpent-eagle,Spilornis kinabaluensis,R
Sulawesi Serpent-eagle,Spilornis rufipectus,R
Philippine Serpent-eagle,Spilornis holospilus,R
Andaman Serpent-eagle,Spilornis elgini,R
Congo Serpent-eagle,Dryotriorchis spectabilis,R
Madagascar Serpent-eagle,Eutriorchis astur,R
Western Marsh-harrier,Circus aeruginosus,R
African Marsh-harrier,Circus ranivorus,R
Eastern Marsh-harrier,Circus spilonotus,R
Swamp Harrier,Circus approximans,R
,Circus maillardi,NR
Madagascar Harrier,Circus macrosceles,R
Reunion Harrier,Circus maillardi,R
Long-winged Harrier,Circus buffoni,R
Spotted Harrier,Circus assimilis,R
Black Harrier,Circus maurus,R
Northern Harrier,Circus cyaneus,R
Cinereous Harrier,Circus cinereus,R
Pallid Harrier,Circus macrourus,R
Pied Harrier,Circus melanoleucos,R
Montagu's Harrier,Circus pygargus,R
African Harrier-hawk,Polyboroides typus,R
Madagascar Harrier-hawk,Polyboroides radiatus,R
Dark Chanting-goshawk,Melierax metabates,R
Eastern Chanting-goshawk,Melierax poliopterus,R
Pale Chanting-goshawk,Melierax canorus,R
,Melierax canorus,NR
Gabar Goshawk,Melierax gabar,R
Gray-bellied Hawk,Accipiter poliogaster,R
Crested Goshawk,Accipiter trivirgatus,R
Sulawesi Goshawk,Accipiter griseiceps,R
